client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
cc919f4d14bfb0ccc8ad21810f1ea6115390cee65440de2df1978c010cbb9645e1cd7baebaebbc9d15d7baaeac6628d08f6f3b3f7fb4fbb305af7056c32e0ef9	common_voice_sw_30712542.mp3	9c9ee0e1ae8df9414edbb134103dffed2d0daaae78ba483fb6ccf2c815487e33	Walinipatia fursa ya kuhudhuria mikutano na warsha yaliyoleta pamoja wakazi katika uwanja huu.		2	0	thirties	female_feminine			sw	
cc919f4d14bfb0ccc8ad21810f1ea6115390cee65440de2df1978c010cbb9645e1cd7baebaebbc9d15d7baaeac6628d08f6f3b3f7fb4fbb305af7056c32e0ef9	common_voice_sw_30712553.mp3	bd385577c73842952a0fc22a588f6372f4506cee496baa13799411d90123d0a3	Njia iliyo rahisi na maarufu ni njia ya marangu		5	0	thirties	female_feminine			sw	
cc919f4d14bfb0ccc8ad21810f1ea6115390cee65440de2df1978c010cbb9645e1cd7baebaebbc9d15d7baaeac6628d08f6f3b3f7fb4fbb305af7056c32e0ef9	common_voice_sw_30712554.mp3	be96016857a0a43a30e696c0b54116f0c215c2b7a0c52ba74408308cbfaaf1d5	Huku wengine wakicheza na kukisubiria kifo kilichokuwa mbele yao		2	0	thirties	female_feminine			sw	
cc919f4d14bfb0ccc8ad21810f1ea6115390cee65440de2df1978c010cbb9645e1cd7baebaebbc9d15d7baaeac6628d08f6f3b3f7fb4fbb305af7056c32e0ef9	common_voice_sw_30712573.mp3	ba454891316ef3f9f43b4e6112992688060b1fa346ea0d23279ecaa82a23f793	Kisiwa cha Saanane kinafikika kwa boti ukiwa Mwanza		2	0	thirties	female_feminine			sw	
cc919f4d14bfb0ccc8ad21810f1ea6115390cee65440de2df1978c010cbb9645e1cd7baebaebbc9d15d7baaeac6628d08f6f3b3f7fb4fbb305af7056c32e0ef9	common_voice_sw_30712578.mp3	b98c65ba2bda10d671e17defe67c293d6346f06dd7f7bc92a9f14ae30943bbfd	Waziri wa madini Dotto Biteko ameamuru madini hayo yote yanunuliwe na serikali		2	0	thirties	female_feminine			sw	
d2035de49088b127050ab8dd212f2fa1531cd179310aa218c1e8302942e7dde0bd182bf8bedb4f0351bf0a661ac9adc9b82e00d88a661ca4011e7fef125a721e	common_voice_sw_30604845.mp3	7bf9d73ed913ae84e11661eb194fe9d8539273d3227ac535349807ba7ff4696f	Wapare wanakula ugali kwa picha ya samaki		2	0	twenties	female_feminine			sw	
d2035de49088b127050ab8dd212f2fa1531cd179310aa218c1e8302942e7dde0bd182bf8bedb4f0351bf0a661ac9adc9b82e00d88a661ca4011e7fef125a721e	common_voice_sw_30604846.mp3	7bd1a07a6774ebfe145240ac957492d7df4ed700b89b86ea68f30c5227c53853	Ilidhaniwa kwamba utaifishaji ungepeleke mgawanyo sawa wa mali na mapato ya kitaifa		2	0	twenties	female_feminine			sw	
d2035de49088b127050ab8dd212f2fa1531cd179310aa218c1e8302942e7dde0bd182bf8bedb4f0351bf0a661ac9adc9b82e00d88a661ca4011e7fef125a721e	common_voice_sw_30604847.mp3	7b9ed243245b030f4ab3e9f67d0f9f818bc622aec751fd3c1b71a2e645425778	Siku zote vijana tumekuwa tukizibeza kabila zetu		2	1	twenties	female_feminine			sw	
d2035de49088b127050ab8dd212f2fa1531cd179310aa218c1e8302942e7dde0bd182bf8bedb4f0351bf0a661ac9adc9b82e00d88a661ca4011e7fef125a721e	common_voice_sw_30604850.mp3	7b88922ff0bb5c55c2f7d8f96a637bb202c8bcc787e7a896c8c3466a35d261c0	mauaji hayo hayatasahaulika katika historia ya dunia		2	0	twenties	female_feminine			sw	
d2035de49088b127050ab8dd212f2fa1531cd179310aa218c1e8302942e7dde0bd182bf8bedb4f0351bf0a661ac9adc9b82e00d88a661ca4011e7fef125a721e	common_voice_sw_30604851.mp3	7c215734fed44484ad6ac1c1041e57413c328cb7707d8ad84df787f7f563d310	Eneo lao la tambiko kulingana na mila na tamaduni zao		2	1	twenties	female_feminine			sw	
d2035de49088b127050ab8dd212f2fa1531cd179310aa218c1e8302942e7dde0bd182bf8bedb4f0351bf0a661ac9adc9b82e00d88a661ca4011e7fef125a721e	common_voice_sw_30604852.mp3	7386faf14a701e3033925d304a22fbe044843495df28ce2435b0e373036cd506	Jamal Katai kanieleza kila kitu mkuu wangu unajua nini mkuu		3	1	twenties	female_feminine			sw	
d2035de49088b127050ab8dd212f2fa1531cd179310aa218c1e8302942e7dde0bd182bf8bedb4f0351bf0a661ac9adc9b82e00d88a661ca4011e7fef125a721e	common_voice_sw_30604854.mp3	784d21fa1dd89f28a139c638419f4f8350bc96c6903bd374dfac630f0e5becbd	Waziri mkuu alikufa peke yake katika ajali hiyo		2	1	twenties	female_feminine			sw	
d2035de49088b127050ab8dd212f2fa1531cd179310aa218c1e8302942e7dde0bd182bf8bedb4f0351bf0a661ac9adc9b82e00d88a661ca4011e7fef125a721e	common_voice_sw_30604855.mp3	7b173c4b977a1f63e909a298574fd7f7b368601e0a2d2b73ed8703999e6f4948	mchanga huo inaaminika kuwa ni matokeo ya mlipuko wa volkano kwenye mlima oldonyo lengai		2	0	twenties	female_feminine			sw	
d2035de49088b127050ab8dd212f2fa1531cd179310aa218c1e8302942e7dde0bd182bf8bedb4f0351bf0a661ac9adc9b82e00d88a661ca4011e7fef125a721e	common_voice_sw_30604857.mp3	7b5b9d9983e1743c0993eac7bedd3bb35619095c06e431660f9bffd2915a09fa	Inayokamilisha jumla ya halmashauri saba za Mkoa wa Mbeya		3	2	twenties	female_feminine			sw	
d2035de49088b127050ab8dd212f2fa1531cd179310aa218c1e8302942e7dde0bd182bf8bedb4f0351bf0a661ac9adc9b82e00d88a661ca4011e7fef125a721e	common_voice_sw_30604858.mp3	7c3915e664cd8795ff616317fe53856168099e5bfe94b230c0c025d6ff1e63be	Ikiwa ni ishara ya kutetereka uchumi wa nchi hiyo		2	1	twenties	female_feminine			sw	
d2035de49088b127050ab8dd212f2fa1531cd179310aa218c1e8302942e7dde0bd182bf8bedb4f0351bf0a661ac9adc9b82e00d88a661ca4011e7fef125a721e	common_voice_sw_30604859.mp3	74a9d0be4d7e6d5cb706a0f996a10048e9cc231bed8a687e1b9cce4e854fc2c0	Katika kuwajibu wanaume ingawa miili yao hukaribiana lakini hawagusani		2	0	twenties	female_feminine			sw	
d750b40deaed3204b40d365f1a53c604e0a4ac1b088c85f6bfdc29929d29d8ace0d32424a22bc7622821dd9cd5f6c570c96d3ba7b1aaff5bbcda94c590f9d283	common_voice_sw_32272451.mp3	e2be16efdb01ba2d7b30c41f4a5642e8947c2253df66e5fb7a83300b83e76503	Vageni vakiya huku kwechu huchumia kijiko kulia wali		8	0	twenties	male_masculine			sw	
d750b40deaed3204b40d365f1a53c604e0a4ac1b088c85f6bfdc29929d29d8ace0d32424a22bc7622821dd9cd5f6c570c96d3ba7b1aaff5bbcda94c590f9d283	common_voice_sw_32272452.mp3	0b4393734324c2bbdc4718a40bf2fb3ec85bbfd9585c9ed9f661e08b8f98d0f5	Alivaa sidiria neupe akava hutuangaa		2	0	twenties	male_masculine			sw	
d750b40deaed3204b40d365f1a53c604e0a4ac1b088c85f6bfdc29929d29d8ace0d32424a22bc7622821dd9cd5f6c570c96d3ba7b1aaff5bbcda94c590f9d283	common_voice_sw_32272455.mp3	9a3ccdb98e6280c05a15ad88f23043bddf57f9f7e4847cf4176ac87526537b94	Wanakijiji wewasedia majuruhi		2	1	twenties	male_masculine			sw	
d750b40deaed3204b40d365f1a53c604e0a4ac1b088c85f6bfdc29929d29d8ace0d32424a22bc7622821dd9cd5f6c570c96d3ba7b1aaff5bbcda94c590f9d283	common_voice_sw_32279728.mp3	fa8a6ba5a2a9573c95e62a352cf7ee2a1ddafbe4ed024a8144e499c382546659	Ankuwa pepo antanguliya mzuka		3	2	twenties	male_masculine			sw	
d750b40deaed3204b40d365f1a53c604e0a4ac1b088c85f6bfdc29929d29d8ace0d32424a22bc7622821dd9cd5f6c570c96d3ba7b1aaff5bbcda94c590f9d283	common_voice_sw_32279730.mp3	f8215840cac941fbf79c914584fb94a581051d25d7064af7affbb5b1c53d86cf	Mamlaka ni magumu		2	1	twenties	male_masculine			sw	
d750b40deaed3204b40d365f1a53c604e0a4ac1b088c85f6bfdc29929d29d8ace0d32424a22bc7622821dd9cd5f6c570c96d3ba7b1aaff5bbcda94c590f9d283	common_voice_sw_32279739.mp3	0d991701b12927c1a2cae4c2df6b548ebc2f379727c119cf8e7c0cc5beffa32c	Asha kamuumizi mweziwe.		2	1	twenties	male_masculine			sw	
d750b40deaed3204b40d365f1a53c604e0a4ac1b088c85f6bfdc29929d29d8ace0d32424a22bc7622821dd9cd5f6c570c96d3ba7b1aaff5bbcda94c590f9d283	common_voice_sw_32279740.mp3	ef05a0a368ca8b87415ed3f2be71730f6846328087e43afe3aabf93a95aa3bea	Wazee wanafundisha watoto wao nyumbani maadili mema.		3	0	twenties	male_masculine			sw	
d750b40deaed3204b40d365f1a53c604e0a4ac1b088c85f6bfdc29929d29d8ace0d32424a22bc7622821dd9cd5f6c570c96d3ba7b1aaff5bbcda94c590f9d283	common_voice_sw_32279741.mp3	c0846507e5aca1e47c3a0b221e8dfbe976cc73aa565bde691501be606f002291	Tafuta kikopwa kidhuri unwie vui madirasa kwechu.		2	0	twenties	male_masculine			sw	
d750b40deaed3204b40d365f1a53c604e0a4ac1b088c85f6bfdc29929d29d8ace0d32424a22bc7622821dd9cd5f6c570c96d3ba7b1aaff5bbcda94c590f9d283	common_voice_sw_32279742.mp3	4c2eb1c8e7efee4be6d33cb321c52177b4079fcb6d7003e91e9305897f20f300	Wali uliochiwa kwenye sahani umesuka		3	1	twenties	male_masculine			sw	
d750b40deaed3204b40d365f1a53c604e0a4ac1b088c85f6bfdc29929d29d8ace0d32424a22bc7622821dd9cd5f6c570c96d3ba7b1aaff5bbcda94c590f9d283	common_voice_sw_32279743.mp3	ae32eeadc8206fb433a8bb396606dfa6f18afa2b148da803f617d649e05dea9c	Dini zinafunza tumaini la Yesu		2	1	twenties	male_masculine			sw	
e817bf3488f12912304242aa3eb2b6df432da8072502ae7bac9bfddc9ff9ac431be33e2f13b6e3a67b771280e477e400c34fb9fab8db0a6ca6ed456dbe357d74	common_voice_sw_30580863.mp3	694eed35954c276141377b5f9b48e218ba3e5be5835da2b53f13c45d976e781b	leengo la kuanzishwa kwa kigosi ni kulinda na kuhifadhi maliasili		12	0	twenties	male_masculine	Shaped by where i have lived		sw	
e817bf3488f12912304242aa3eb2b6df432da8072502ae7bac9bfddc9ff9ac431be33e2f13b6e3a67b771280e477e400c34fb9fab8db0a6ca6ed456dbe357d74	common_voice_sw_30580864.mp3	70f96aa9e73a57bddf7e7015e3ba976c73e060d053327ee6c787f89efbe26137	Baada ya kusikia jeshi la Iddi Amin limeuteka mpaka wa Mtukula		4	0	twenties	male_masculine	Shaped by where i have lived		sw	
e817bf3488f12912304242aa3eb2b6df432da8072502ae7bac9bfddc9ff9ac431be33e2f13b6e3a67b771280e477e400c34fb9fab8db0a6ca6ed456dbe357d74	common_voice_sw_30580865.mp3	7271b95baa69034b3691752051dfaf3f8b93a982a2ec5775a64723687a73822d	watu wanaweza kushangazwa kwa matembezi yake		6	4	twenties	male_masculine	Shaped by where i have lived		sw	
e817bf3488f12912304242aa3eb2b6df432da8072502ae7bac9bfddc9ff9ac431be33e2f13b6e3a67b771280e477e400c34fb9fab8db0a6ca6ed456dbe357d74	common_voice_sw_30580866.mp3	72fdd3e6c602af4166eb6aae6c1bb62518536e79b47ce47ddba5be43aa56534f	Zimekuwa zikipatikana kutoka maeneo ya hifadhi hiyo		6	2	twenties	male_masculine	Shaped by where i have lived		sw	
e817bf3488f12912304242aa3eb2b6df432da8072502ae7bac9bfddc9ff9ac431be33e2f13b6e3a67b771280e477e400c34fb9fab8db0a6ca6ed456dbe357d74	common_voice_sw_30580887.mp3	717f272f0bca2fc77e0f87ff7b373ca33d705b10e3da0e701505e5d78f126d0e	Makocha wengi wanatengeneza vijana kutoka chini		4	0	twenties	male_masculine	Shaped by where i have lived		sw	
e817bf3488f12912304242aa3eb2b6df432da8072502ae7bac9bfddc9ff9ac431be33e2f13b6e3a67b771280e477e400c34fb9fab8db0a6ca6ed456dbe357d74	common_voice_sw_30580889.mp3	6c0350e86d904bf24c6d701c3156204031ae4b8d33d49b9d7fc6a645927aea0a	Kijana alimwambia Merkl kuwa kiongozi Mkwawa ni mgonjwa		4	2	twenties	male_masculine	Shaped by where i have lived		sw	
e817bf3488f12912304242aa3eb2b6df432da8072502ae7bac9bfddc9ff9ac431be33e2f13b6e3a67b771280e477e400c34fb9fab8db0a6ca6ed456dbe357d74	common_voice_sw_30580890.mp3	5d58e0c2af039c6e595ce51913fee3c4560efec00c39adaeb4b3a3742b5ed793	Mapinduzi yalikomesha miaka mia mbili ya utawala wa Waarabu Zanzibar		4	0	twenties	male_masculine	Shaped by where i have lived		sw	
e817bf3488f12912304242aa3eb2b6df432da8072502ae7bac9bfddc9ff9ac431be33e2f13b6e3a67b771280e477e400c34fb9fab8db0a6ca6ed456dbe357d74	common_voice_sw_30580891.mp3	6b0f13907e7f764205c36d03cdf6211cafab9708692cbe8472f3f6a849b43f11	Katika kutekeleza itikadi hii kukafanyika zoezi la kutaifisha njia kuu za uchumi		4	0	twenties	male_masculine	Shaped by where i have lived		sw	
e817bf3488f12912304242aa3eb2b6df432da8072502ae7bac9bfddc9ff9ac431be33e2f13b6e3a67b771280e477e400c34fb9fab8db0a6ca6ed456dbe357d74	common_voice_sw_30580903.mp3	6eb0008d753dfb1dd33d3fd7d2b809dcb34c3c339e7c9e442d50a360ab9ac73a	Kwa mfano Kivunjo kinafanana na Kioldimoshi		6	4	twenties	male_masculine	Shaped by where i have lived		sw	
e817bf3488f12912304242aa3eb2b6df432da8072502ae7bac9bfddc9ff9ac431be33e2f13b6e3a67b771280e477e400c34fb9fab8db0a6ca6ed456dbe357d74	common_voice_sw_30580904.mp3	6e39ed79d7ca949d82b60cbe4ecef92c7888bb0891b3dd5ab552808e9add3619	Hasa milima yenye asili ya volkeno ya wilaya ya Rungwe		4	0	twenties	male_masculine	Shaped by where i have lived		sw	
e817bf3488f12912304242aa3eb2b6df432da8072502ae7bac9bfddc9ff9ac431be33e2f13b6e3a67b771280e477e400c34fb9fab8db0a6ca6ed456dbe357d74	common_voice_sw_30580913.mp3	70282849912c937be2ed7e7ead6f324ef24870b035d27a0b335c6c1464f61d68	Waliingia baadhi ya wageni kutoka mabara mengine		6	2	twenties	male_masculine	Shaped by where i have lived		sw	
f575083dddace8b50a9c310625e4bcd082e83682fe9f86db918b2a6473973456502e11afd15adefe0c55f20b6d6159d0d21afeb1b9a326ea606ce082c98c4db6	common_voice_sw_39131201.mp3	f37702826b2aafcda303fe96e71df48154bc1d8c33dac9b0fb1768b748f3be50	Majani ya viazi lishe hutumika pia kutayarisha mboji		9	3	twenties	female_feminine		Kiswahili Sanifu (EA)	sw	
f575083dddace8b50a9c310625e4bcd082e83682fe9f86db918b2a6473973456502e11afd15adefe0c55f20b6d6159d0d21afeb1b9a326ea606ce082c98c4db6	common_voice_sw_39205290.mp3	980fba0dc0101e93704692fb6ccb3e4a1741fb9d8964ae47bc22e314cfea22e6	kwamba kaskazini mashariki mwa Amazon inaweza kuhifadhi		2	0	twenties	female_feminine		Kiswahili Sanifu (EA)	sw	
f575083dddace8b50a9c310625e4bcd082e83682fe9f86db918b2a6473973456502e11afd15adefe0c55f20b6d6159d0d21afeb1b9a326ea606ce082c98c4db6	common_voice_sw_39251740.mp3	bd5ccec603cd3daecc1f37e53158ca8faa260dde3807901cfcc105644bc2f400	kwa sababu akuna sheria ile inasema ya kwamba mwanamke		10	2	twenties	female_feminine		Kiswahili Sanifu (EA)	sw	
f575083dddace8b50a9c310625e4bcd082e83682fe9f86db918b2a6473973456502e11afd15adefe0c55f20b6d6159d0d21afeb1b9a326ea606ce082c98c4db6	common_voice_sw_39251829.mp3	bde7ff06426be64aa637998e021bddb6302473f27f92478b6506219e83221547	wanakutana huko jijini kagon nchini mexico		2	0	twenties	female_feminine		Kiswahili Sanifu (EA)	sw	
f575083dddace8b50a9c310625e4bcd082e83682fe9f86db918b2a6473973456502e11afd15adefe0c55f20b6d6159d0d21afeb1b9a326ea606ce082c98c4db6	common_voice_sw_39252542.mp3	bf50e8b5d61dcbdc8255ae0bf830267fc42cc775de1f8b0af46022cc2911ce34	Ukitaka cha mvunguni sharti ainame.		2	0	twenties	female_feminine		Kiswahili Sanifu (EA)	sw	
f575083dddace8b50a9c310625e4bcd082e83682fe9f86db918b2a6473973456502e11afd15adefe0c55f20b6d6159d0d21afeb1b9a326ea606ce082c98c4db6	common_voice_sw_39259292.mp3	c4c32ae7ab8c38612c05bcb69ce080f89a90b0469e603ab94e7182db6e245099	mada ya redio inaandaliwa kabla ya kuwasilishwa		10	3	twenties	female_feminine		Kiswahili Sanifu (EA)	sw	
f575083dddace8b50a9c310625e4bcd082e83682fe9f86db918b2a6473973456502e11afd15adefe0c55f20b6d6159d0d21afeb1b9a326ea606ce082c98c4db6	common_voice_sw_39284920.mp3	d85ae3b7e7fba2596f730e55609ee44d59553d2252da1098417457988e39a6a5	zinaonyesha ya kwamba wakati ule Uislamu ulikuwa umeenea		2	0	twenties	female_feminine		Kiswahili Sanifu (EA)	sw	
f575083dddace8b50a9c310625e4bcd082e83682fe9f86db918b2a6473973456502e11afd15adefe0c55f20b6d6159d0d21afeb1b9a326ea606ce082c98c4db6	common_voice_sw_39296629.mp3	e024d55ad371f7dc4e0ed3a0d446d43a4bb1d926a3dd61ecdef2b1249f2616b9	jiji la perf linakumbwa na zahma hiyo		12	4	twenties	female_feminine		Kiswahili Sanifu (EA)	sw	
f575083dddace8b50a9c310625e4bcd082e83682fe9f86db918b2a6473973456502e11afd15adefe0c55f20b6d6159d0d21afeb1b9a326ea606ce082c98c4db6	common_voice_sw_39315271.mp3	f5c012f340573aa0bf5f11af326eeba16d9639d4f3745ae10c0fc5f837192319	lakini kuangushwa kwa utawala ambao umekaa kwa muda mrefu madarakani		2	0	twenties	female_feminine		Kiswahili Sanifu (EA)	sw	
f575083dddace8b50a9c310625e4bcd082e83682fe9f86db918b2a6473973456502e11afd15adefe0c55f20b6d6159d0d21afeb1b9a326ea606ce082c98c4db6	common_voice_sw_39315316.mp3	febac044da96055ed05104df14cdf532682c66cde4a9a867f811ec73019856a5	na tayari mawakili wa serikali wamesema kuwa hawatampuzika na watakwenda katika mahakama ya rufaa		8	1	twenties	female_feminine		Kiswahili Sanifu (EA)	sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31724893.mp3	94320ea72952e8a0f93b86d939616c2a8bd88c414fea7109374ffc51c6f918ba	Shangazi alikuja kututembelea		2	0	teens	female_feminine		Kingwana (DRC)	sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31724895.mp3	59630e528b2c2ba79af3cab8622c8d5964a8f6b3043f90b8c446c9fe7c7c9105	Kwa tafsiri nyingine ni kwamba mabadiliko hayo ya kucha		2	1	teens	female_feminine		Kingwana (DRC)	sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31724897.mp3	548c92c80d3c4c6fe80709dce8d42119d30e9bb64b108a4d3fb91d94c169f36f	Kaunda alifanikiwa kuiunganisha Zambia Kama Kwame Nkrumah wa Ghana		2	0	teens	female_feminine		Kingwana (DRC)	sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31855439.mp3	2558d83adbee48297a94226939512391d4f2c029c55b435bbeeb27dd6c604d4c	Kuuma yani nkung’ata yaani		2	0	teens	female_feminine		Kingwana (DRC)	sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31855440.mp3	14f8b9590c6563b5aeb419aa327fe877e4a33eab871c538f253f5ce8a0235b46	Piga mpira		2	0	teens	female_feminine		Kingwana (DRC)	sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31855443.mp3	4212151b3c5d1a923ff6810c0df6b7f62a78671a841f1998ee720e1b2fff2d8c	Yao makopo yatuwe vyema.		2	0	teens	female_feminine		Kingwana (DRC)	sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31855597.mp3	24d297919631ec34908ee25ce2b962e4d4e2e7bc1d7b8be3d4b25287fd5c1516	"Sanaa, Msanii, tumeonyeshwa sanaa ndani Fort Jesus"		2	0	teens	female_feminine		Kingwana (DRC)	sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31855600.mp3	1bc11b8425e7cf573e98d6c5d9fbd23b43d1dd8da322695f5aa9b089671207ef	Kake kanauka masomoni kauya nyumbani		2	0	teens	female_feminine		Kingwana (DRC)	sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31855720.mp3	373436f8d1ff921210b382f087d1fb09a409af7f85636b53d75d216d3b5728ca	Baba huchumia kijembe kunyolea ndevu		3	2	teens	female_feminine		Kingwana (DRC)	sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31855721.mp3	2279c17ec1e64abba95939fc9b91c4d6372416f662269f1b86692bf3aa6ce714	Kufurahi kweli.		4	0	teens	female_feminine		Kingwana (DRC)	sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31855723.mp3	1bdadc0d6a6649142ae6d7b3685910dca838ea19dd52de8c2df432bc55293856	Apenda sana vya bwerere		2	1	teens	female_feminine		Kingwana (DRC)	sw	
001aba992f738d089ac1659ae83a1b206a19357e8389ed6861a8af991b1fb900d7d52bb11051b009f657c533cd5755fd563b06ec5e92bbab53b101f0fce9fe16	common_voice_sw_31501506.mp3	4ff8c97ab6713cb97b6139a5df44e4766e464835591003686d1dc8c1812399fe	Katika Ibara ya thelathini na saba kifungu kidogo cha tano		2	0	twenties	male_masculine			sw	
001aba992f738d089ac1659ae83a1b206a19357e8389ed6861a8af991b1fb900d7d52bb11051b009f657c533cd5755fd563b06ec5e92bbab53b101f0fce9fe16	common_voice_sw_31501508.mp3	51789959061dc4e1a784a5b63bc4084c7476617ab0a6a72fb2bb1bffddb9eaf2	real madrid ina makombe kumi na tatu ya ulaya		2	1	twenties	male_masculine			sw	
001aba992f738d089ac1659ae83a1b206a19357e8389ed6861a8af991b1fb900d7d52bb11051b009f657c533cd5755fd563b06ec5e92bbab53b101f0fce9fe16	common_voice_sw_31501509.mp3	51874f8aca16d0547c2158660855492bdafc381c0cee6973609e559d58695f9d	mwalimu julius nyerere alimuoa mama maria nyerere		2	1	twenties	male_masculine			sw	
001aba992f738d089ac1659ae83a1b206a19357e8389ed6861a8af991b1fb900d7d52bb11051b009f657c533cd5755fd563b06ec5e92bbab53b101f0fce9fe16	common_voice_sw_31501517.mp3	4c4a891888df9156b0dba68183cfed04d078ed0e0caf0b9647deb2ff4c570ed3	Kwa mujibu wa utafiti wa kuhusu historia ya Wabena maeneo makuu ya Wabena yamegawanyika		2	0	twenties	male_masculine			sw	
001aba992f738d089ac1659ae83a1b206a19357e8389ed6861a8af991b1fb900d7d52bb11051b009f657c533cd5755fd563b06ec5e92bbab53b101f0fce9fe16	common_voice_sw_31501518.mp3	50b7c43508b9cb00c6e048346efee46729d0966eafc8c013ec47f4314d891b6b	utawala wa kitemi uliendelea kutawala baadhi ya maeneo		2	0	twenties	male_masculine			sw	
001aba992f738d089ac1659ae83a1b206a19357e8389ed6861a8af991b1fb900d7d52bb11051b009f657c533cd5755fd563b06ec5e92bbab53b101f0fce9fe16	common_voice_sw_31501519.mp3	5166a03e2703391e0fa2f206c19409a62d8ae3e39cae80a03f7e212e0dac3bb6	Akizungumza na kiungo mkata shombo juu ya mafanikio hayo		4	0	twenties	male_masculine			sw	
001aba992f738d089ac1659ae83a1b206a19357e8389ed6861a8af991b1fb900d7d52bb11051b009f657c533cd5755fd563b06ec5e92bbab53b101f0fce9fe16	common_voice_sw_31501520.mp3	518e64041243dbd84801786489def68832af74f07d2e459d5cf048b864ca39e0	alikuwa naibu waziri wa nishati na madini		2	0	twenties	male_masculine			sw	
001aba992f738d089ac1659ae83a1b206a19357e8389ed6861a8af991b1fb900d7d52bb11051b009f657c533cd5755fd563b06ec5e92bbab53b101f0fce9fe16	common_voice_sw_31501526.mp3	50b1803ccf871bc3843f486c6fd6ed5762a1830b54a7b9d6699831f88019b784	Wazigua yasemekana wamekuwepo mkoani Tanga wilaya ya Handeni kwa karne nyingi zilizopita		2	1	twenties	male_masculine			sw	
001aba992f738d089ac1659ae83a1b206a19357e8389ed6861a8af991b1fb900d7d52bb11051b009f657c533cd5755fd563b06ec5e92bbab53b101f0fce9fe16	common_voice_sw_31501530.mp3	4bf1d91064d8214775b16269179e23e9f5a4879fd4022446a74e944c2e1b0147	Nabhaha akimaanisha kuwa hawa ni wenyeji wa hapahapa		2	0	twenties	male_masculine			sw	
001aba992f738d089ac1659ae83a1b206a19357e8389ed6861a8af991b1fb900d7d52bb11051b009f657c533cd5755fd563b06ec5e92bbab53b101f0fce9fe16	common_voice_sw_31501533.mp3	4774358be64dfadd71882421304ee1465c19170eb3cef87b97af8b4918040860	Kaswende ni gonjwa tishio linalosababishwa na bakteria inayofahamika kama kaswende pallidi		4	0	twenties	male_masculine			sw	
001aba992f738d089ac1659ae83a1b206a19357e8389ed6861a8af991b1fb900d7d52bb11051b009f657c533cd5755fd563b06ec5e92bbab53b101f0fce9fe16	common_voice_sw_31501534.mp3	50ff8196fe6e0da9a66e7b06a0b530743696ee220ceb9469368d4db2b63dda7b	Kwa mujibu wa shirika la afya watu milioni ishirini na moja nukta saba		2	0	twenties	male_masculine			sw	
001aba992f738d089ac1659ae83a1b206a19357e8389ed6861a8af991b1fb900d7d52bb11051b009f657c533cd5755fd563b06ec5e92bbab53b101f0fce9fe16	common_voice_sw_31501535.mp3	4e943c7ddcfeb560605046c940fd2b4cb03feb2ce326da9e42433f7258549aec	Asilimia sabini na mbili ya watoto walikuwa hawana meno ya kusagia chakula		2	0	twenties	male_masculine			sw	
0c36fedffd6be0e2644c961e57c0a2da973bf6d069076cfbf860483f3172c6b62487904c6c74ba9599930d7e03c669d4ff6c81032e9b418c5c00f43b9da306e3	common_voice_sw_31352433.mp3	271aa52169952b9a0ebbcd76a35ea8e2ad1517e48cecc5d80b59bb305a9c9e72	watu wanasema kazi ya mungu haina makosa		2	0	twenties	male_masculine		Kingwana (DRC)	sw	
